Role,Kind,Character,Profile,CaseId,DisplayName,Category,ExecutionMode,Status,Expected,Actual,Details
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","generic.runtime.skill_binding","런타임 스킬 바인딩","Data","IsolatedRuntime","Pass","모든 장착 스킬 생성 및 RuntimeSkill ID 중복 없음","4개 RuntimeSkill / 4개 고유 SkillId",""
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","generic.runtime.deterministic_random","결정론적 굴림 재현","Boundary","IsolatedRuntime","Pass","동일 Seed·Sample은 동일 RollResult","🎲 1 + 3",""
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","enemy.elite.bodypart.contract","정예 적 4부위 전투 모델","Boundary","IsolatedRuntime","Pass","HEAD/LEFT_HAND/RIGHT_HAND/LEGS 4부위 + LastStand","PASS",""
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","enemy.elite.posture_slot.contract","정예 적 자세·행동 슬롯 계약","Boundary","IsolatedRuntime","Pass","CurrentAttackSlotLimit == EliteEnemy.GetMaxCombatActionSlots","Posture=Normal, MechanicLimit=3, CharacterLimit=3, ExpectedMomentumDrift=0",""
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","generic.live.scene_binding@Olaf_MixedBattle","실전 Scene UI·전투 연결 · Olaf_MixedBattle","UI","LiveScene","Pass","실전 Roster 캐릭터와 전투 연결 정상","ENEMY · 정예 몹 / 4개 스킬",""
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","live.autobattle.full_match@Olaf_MixedBattle","실전 스모크 전투 · Olaf_MixedBattle","Boundary","LiveScene","Pass","실제 Roster에 참가한 Character가 승률 자동계획 전투를 정상 종료하거나 검증용 5턴 구간을 완주","실전 스모크 구간 정상 완료 · 5턴","Outcome=TURN_BUDGET_COMPLETE
Turns=5
AnalysisTurnBudgetReached=True
BlockedDamageAttempts=21
MaxConsecutiveNoStateProgressTurns=0
WinRatePlanAttempts=5
SuccessfulWinRatePlans=5
FallbackPlanCount=0
PlannedActionCount=20
PlayerSkillUsage=4/11
UsedPlayerSkills=노려보기<olaf.preparation.glare>, 표준<olaf.duel.standard>, 마구잡이<olaf.normal.wild_hack>, 버티며 베기<olaf.normal.enduring_slash>
ObservedParticipantSkills=올라프:노려보기<olaf.preparation.glare>, 정예 몹:정예병의 압박(결투)<5fb3b00e68684389a86c92f3e0345061>, 올라프:표준<olaf.duel.standard>, 올라프:마구잡이<olaf.normal.wild_hack>, 훈련용 일반 적:달려들기<test_normal_lunge>, 올라프:버티며 베기<olaf.normal.enduring_slash>, 정예 몹:정예병의 참격(일반공격)<5a239ec7d4944c458ac5329511091871>
RuntimeErrors=0
RuntimeWarnings=28
CriticalInvariants=0
RequestedTimeScale=30
ElapsedMilliseconds=52615
Participants=올라프, 정예 몹, 훈련용 일반 적
WarningSamples=Warning: [VFX VALIDATION] Prefab 누락 / Definition=Olaf_Duel_BloodSplash_VFX @ UnityEngine.Debug:LogWarning (object,UnityEngine.Object)"
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","live.autobattle.character_skill_observation@Olaf_MixedBattle","실전 Character 스킬 실행 관찰 · Olaf_MixedBattle","Boundary","LiveScene","Pass","플레이어/적 구분 없이 해당 Character가 실제 ActionStart를 최소 1회 발생","2개 고유 Skill ActionStart 관찰","Observed=정예 몹:정예병의 압박(결투)<5fb3b00e68684389a86c92f3e0345061>, 정예 몹:정예병의 참격(일반공격)<5a239ec7d4944c458ac5329511091871>
모든 후보 스킬의 개별 계약은 Isolated skill coverage가 담당하고, 이 Case는 실제 CameraTest AI/행동 파이프라인에서 캐릭터가 행동했는지를 검증합니다."
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","generic.live.scene_binding@Yujin_MixedBattle","실전 Scene UI·전투 연결 · Yujin_MixedBattle","UI","LiveScene","Pass","실전 Roster 캐릭터와 전투 연결 정상","ENEMY · 정예 몹 / 4개 스킬",""
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","live.autobattle.full_match@Yujin_MixedBattle","실전 스모크 전투 · Yujin_MixedBattle","Boundary","LiveScene","Pass","실제 Roster에 참가한 Character가 승률 자동계획 전투를 정상 종료하거나 검증용 5턴 구간을 완주","실전 스모크 구간 정상 완료 · 5턴","Outcome=TURN_BUDGET_COMPLETE
Turns=5
AnalysisTurnBudgetReached=True
BlockedDamageAttempts=25
MaxConsecutiveNoStateProgressTurns=0
WinRatePlanAttempts=5
SuccessfulWinRatePlans=5
FallbackPlanCount=0
PlannedActionCount=20
PlayerSkillUsage=3/12
UsedPlayerSkills=환형 · 적설<yujin.preparation.hwanhyeong.jeokseol>, 각인<yujin.duel.inscription>, 검분<yujin.normal.inspection>
ObservedParticipantSkills=유진:환형 · 적설<yujin.preparation.hwanhyeong.jeokseol>, 정예 몹:정예병의 압박(결투)<5fb3b00e68684389a86c92f3e0345061>, 유진:각인<yujin.duel.inscription>, 훈련용 일반 적:달려들기<test_normal_lunge>, 유진:검분<yujin.normal.inspection>, 정예 몹:정예병의 참격(일반공격)<5a239ec7d4944c458ac5329511091871>
RuntimeErrors=0
RuntimeWarnings=22
CriticalInvariants=0
RequestedTimeScale=30
ElapsedMilliseconds=46114
Participants=유진, 정예 몹, 훈련용 일반 적
WarningSamples=Warning: [VFX VALIDATION] Prefab 누락 / Definition=Olaf_Duel_BloodSplash_VFX @ UnityEngine.Debug:LogWarning (object,UnityEngine.Object)"
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","live.autobattle.character_skill_observation@Yujin_MixedBattle","실전 Character 스킬 실행 관찰 · Yujin_MixedBattle","Boundary","LiveScene","Pass","플레이어/적 구분 없이 해당 Character가 실제 ActionStart를 최소 1회 발생","2개 고유 Skill ActionStart 관찰","Observed=정예 몹:정예병의 압박(결투)<5fb3b00e68684389a86c92f3e0345061>, 정예 몹:정예병의 참격(일반공격)<5a239ec7d4944c458ac5329511091871>
모든 후보 스킬의 개별 계약은 Isolated skill coverage가 담당하고, 이 Case는 실제 CameraTest AI/행동 파이프라인에서 캐릭터가 행동했는지를 검증합니다."
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","generic.live.scene_binding@Hifumi_MixedBattle","실전 Scene UI·전투 연결 · Hifumi_MixedBattle","UI","LiveScene","Pass","실전 Roster 캐릭터와 전투 연결 정상","ENEMY · 정예 몹 / 4개 스킬",""
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","live.autobattle.full_match@Hifumi_MixedBattle","실전 스모크 전투 · Hifumi_MixedBattle","Boundary","LiveScene","Pass","실제 Roster에 참가한 Character가 승률 자동계획 전투를 정상 종료하거나 검증용 5턴 구간을 완주","실전 스모크 구간 정상 완료 · 5턴","Outcome=TURN_BUDGET_COMPLETE
Turns=5
AnalysisTurnBudgetReached=True
BlockedDamageAttempts=10
MaxConsecutiveNoStateProgressTurns=0
WinRatePlanAttempts=5
SuccessfulWinRatePlans=5
FallbackPlanCount=0
PlannedActionCount=20
PlayerSkillUsage=4/12
UsedPlayerSkills=뼈에 새긴다<hifumi.preparation.engrave_bone>, 육참(肉斬)<hifumi.duel.yukcham>, 푼돈 걸기<hifumi.normal.small_change>, 골단(骨斷)<hifumi.duel.goldan>
ObservedParticipantSkills=정예 몹:전투 태세(도사림)<356e72e97ac84a3a8757d1a188237f43>, 히후미:뼈에 새긴다<hifumi.preparation.engrave_bone>, 정예 몹:정예병의 참격(일반공격)<5a239ec7d4944c458ac5329511091871>, 히후미:육참(肉斬)<hifumi.duel.yukcham>, 정예 몹:정예병의 압박(결투)<5fb3b00e68684389a86c92f3e0345061>, 히후미:푼돈 걸기<hifumi.normal.small_change>, 훈련용 일반 적:달려들기<test_normal_lunge>, 히후미:골단(骨斷)<hifumi.duel.goldan>
RuntimeErrors=0
RuntimeWarnings=27
CriticalInvariants=0
RequestedTimeScale=30
ElapsedMilliseconds=46578
Participants=히후미, 정예 몹, 훈련용 일반 적
WarningSamples=Warning: [VFX VALIDATION] Prefab 누락 / Definition=Burn_Tick_VFX @ UnityEngine.Debug:LogWarning (object,UnityEngine.Object) || Warning: [VFX VALIDATION] Prefab 누락 / Definition=Olaf_Duel_BloodSplash_VFX @ UnityEngine.Debug:LogWarning (object,UnityEngine.Object)"
"ENEMY","EliteEnemy","Elite Enemy","Elite_Enemy_Verification","live.autobattle.character_skill_observation@Hifumi_MixedBattle","실전 Character 스킬 실행 관찰 · Hifumi_MixedBattle","Boundary","LiveScene","Pass","플레이어/적 구분 없이 해당 Character가 실제 ActionStart를 최소 1회 발생","3개 고유 Skill ActionStart 관찰","Observed=정예 몹:전투 태세(도사림)<356e72e97ac84a3a8757d1a188237f43>, 정예 몹:정예병의 참격(일반공격)<5a239ec7d4944c458ac5329511091871>, 정예 몹:정예병의 압박(결투)<5fb3b00e68684389a86c92f3e0345061>
모든 후보 스킬의 개별 계약은 Isolated skill coverage가 담당하고, 이 Case는 실제 CameraTest AI/행동 파이프라인에서 캐릭터가 행동했는지를 검증합니다."
"ENEMY","EliteEnemy","훈련용 보스","훈련용_보스_Verification","coverage.manifest.closed_world","완전 커버리지 명세 폐쇄성","Data","DataOnly","Pass","모든 기능이 폐쇄형 검증 카탈로그에 등록됨","PASS / Skills=4, Effects=7","Skills=4
Effects=7
RequiredMechanics=EliteEnemyMechanic, EnemyPostureMechanic"
"ENEMY","EliteEnemy","훈련용 보스","훈련용_보스_Verification","coverage.mechanics.forced_scenarios","패시브·메커닉 강제 시나리오","Passive","IsolatedRuntime","Pass","모든 필수 패시브 메커닉의 강제 이벤트 시나리오 통과","PASS / Mechanics=3","Elite 합 승리 +10/혈상1, 자가 약화 +15, 파괴 +25 PASS
EnemyPosture Normal→Crouching→Offensive→Normal PASS"
"ENEMY","EliteEnemy","훈련용 보스","훈련용_보스_Verification","coverage.skill.5a239ec7d4944c458ac5329511091871","스킬 완전 시나리오: 정예병의 참격(일반공격)","NormalAttack","IsolatedRuntime","Pass","자원·굴림·대상·모든 효과 Entry 강제 실행","PASS / Rolls=3, Effects=1","Resource PASS: Energy 3->3, Prestige 100->100
Roll[0]=🎲 4
Roll[1]=🎲 4
Roll[2]=🎲 4
DamageTarget PASS: 50->49 / 훈련용 보스/HEAD
Effect PASS: AddBodyPartStatusEffect / Timing=OnExecute / Target=훈련용 보스"
"ENEMY","EliteEnemy","훈련용 보스","훈련용_보스_Verification","coverage.skill.5fb3b00e68684389a86c92f3e0345061","스킬 완전 시나리오: 정예병의 압박(결투)","Duel","IsolatedRuntime","Pass","자원·굴림·대상·모든 효과 Entry 강제 실행","PASS / Rolls=3, Effects=1","Resource PASS: Energy 3->2, Prestige 100->100
Roll[0]=🎲 11
Roll[1]=🎲 10
Roll[2]=🎲 9
DamageTarget PASS: 50->49 / 훈련용 보스/HEAD
Effect PASS: AddBodyPartStatusEffect / Timing=OnExecute / Target=훈련용 보스"
"ENEMY","EliteEnemy","훈련용 보스","훈련용_보스_Verification","coverage.skill.356e72e97ac84a3a8757d1a188237f43","스킬 완전 시나리오: 전투 태세(도사림)","Preparation","IsolatedRuntime","Pass","자원·굴림·대상·모든 효과 Entry 강제 실행","PASS / Rolls=3, Effects=3","Resource PASS: Energy 3->2, Prestige 100->100
Roll[0]=🎲 0
Roll[1]=🎲 0
Roll[2]=🎲 0
Effect PASS: AddBodyPartStatusEffect / Timing=OnExecute / Target=훈련용 보스
Effect PASS: AddBodyPartStatusEffect / Timing=OnExecute / Target=훈련용 보스
Effect PASS: PreparationFlatSetupEffect / Timing=OnExecute / Target=훈련용 보스"
"ENEMY","EliteEnemy","훈련용 보스","훈련용_보스_Verification","coverage.skill.c09f804f95004e70a9864e0d02ae4509","스킬 완전 시나리오: 처형자의 일격(위세)","Prestige","IsolatedRuntime","Pass","자원·굴림·대상·모든 효과 Entry 강제 실행","PASS / Rolls=3, Effects=2","Resource PASS: Energy 3->3, Prestige 100->0
Roll[0]=🎲 20
Roll[1]=🎲 19
Roll[2]=🎲 18
Effect PASS: ApplyRolledPartDamageEffect / Timing=OnExecute / Target=훈련용 보스
Effect PASS: AddBodyPartStatusEffect / Timing=OnExecute / Target=훈련용 보스"
"ENEMY","EliteEnemy","훈련용 보스","훈련용_보스_Verification","generic.data.core_references","Core 데이터 참조","Data","DataOnly","Pass","필수 Core 참조가 모두 연결됨","Bundle/Data/Loadout/Prefab 연결 정상",""
"ENEMY","EliteEnemy","훈련용 보스","훈련용_보스_Verification","generic.data.prefab_compatibility","Prefab·Bundle 호환성","Data","DataOnly","Pass","Bundle Kind와 표준 Prefab Component가 호환됨","EliteEnemy 호환 정상",""
"ENEMY","EliteEnemy","훈련용 보스","훈련용_보스_Verification","generic.data.loadout_integrity","스킬 장착·슬롯 노출","Data","DataOnly","Pass","카테고리 한도·타입·슬롯 노출 정상","일반 1, 결투 1, 도사림 1, 위세 1",""
"ENEMY","EliteEnemy","훈련용 보스","훈련용_보스_Verification","generic.data.skill_definitions","SkillDefinition 무결성","Data","DataOnly","Pass","모든 SkillDefinition ID와 Runtime 생성 정상","4개 스킬 정상",""
"ENEMY","EliteEnemy","훈련용 보스","훈련용_보스_Verification","generic.presentation.timeline_and_animator","Timeline·Animator 연결","Presentation","DataOnly","Pass","Animator·Presentation·Timeline 연결 정상","Presentation 검증 통과",""
"ENEMY","EliteEnemy","훈련용 보스","훈련용_보스_Verification","generic.runtime.initialization","격리 런타임 초기화","Boundary","IsolatedRuntime","Pass","Isolated BattleContext 초기화와 메커닉 구독 성공","훈련용 보스 / Initialized=True / HP=200/200 / Block=0 / Prestige=0 / Resources=Energy:3 / Parts=[HEAD 50/50 Normal, LEFT_HAND 50/50 Normal, RIGHT_HAND 50/50 Normal, LEGS 50/50 Normal]",""
"ENEMY","EliteEnemy","훈련용 보스","훈련용_보스_Verification","generic.runtime.body_parts","부위 런타임 상태","Status","IsolatedRuntime","Pass","부위 Owner·HP·타입·초기 상태 정상","4개 부위 정상",""
"ENEMY","EliteEnemy","훈련용 보스","훈련용_보스_Verification","generic.runtime.skill_binding","런타임 스킬 바인딩","Data","IsolatedRuntime","Pass","모든 장착 스킬 생성 및 RuntimeSkill ID 중복 없음","4개 RuntimeSkill / 4개 고유 SkillId",""
"ENEMY","EliteEnemy","훈련용 보스","훈련용_보스_Verification","generic.runtime.deterministic_random","결정론적 굴림 재현","Boundary","IsolatedRuntime","Pass","동일 Seed·Sample은 동일 RollResult","🎲 3 + 1",""
"ENEMY","EliteEnemy","훈련용 보스","훈련용_보스_Verification","enemy.elite.bodypart.contract","정예 적 4부위 전투 모델","Boundary","IsolatedRuntime","Pass","HEAD/LEFT_HAND/RIGHT_HAND/LEGS 4부위 + LastStand","PASS",""
"ENEMY","EliteEnemy","훈련용 보스","훈련용_보스_Verification","enemy.elite.posture_slot.contract","정예 적 자세·행동 슬롯 계약","Boundary","IsolatedRuntime","Pass","CurrentAttackSlotLimit == EliteEnemy.GetMaxCombatActionSlots","Posture=Normal, MechanicLimit=3, CharacterLimit=3, ExpectedMomentumDrift=0",""
"ENEMY","EliteEnemy","훈련용 보스","훈련용_보스_Verification","generic.live.scene_binding@Olaf_BossBattle","실전 Scene UI·전투 연결 · Olaf_BossBattle","UI","LiveScene","Pass","실전 Roster 캐릭터와 전투 연결 정상","ENEMY · 훈련용 보스 / 4개 스킬",""
"ENEMY","EliteEnemy","훈련용 보스","훈련용_보스_Verification","live.autobattle.full_match@Olaf_BossBattle","실전 스모크 전투 · Olaf_BossBattle","Boundary","LiveScene","Pass","실제 Roster에 참가한 Character가 승률 자동계획 전투를 정상 종료하거나 검증용 5턴 구간을 완주","실전 스모크 구간 정상 완료 · 5턴","Outcome=TURN_BUDGET_COMPLETE
Turns=5
AnalysisTurnBudgetReached=True
BlockedDamageAttempts=28
MaxConsecutiveNoStateProgressTurns=0
WinRatePlanAttempts=5
SuccessfulWinRatePlans=5
FallbackPlanCount=0
PlannedActionCount=20
PlayerSkillUsage=5/11
UsedPlayerSkills=노려보기<olaf.preparation.glare>, 내려찍기<olaf.normal.overhead_smash>, 표준<olaf.duel.standard>, 마구잡이<olaf.normal.wild_hack>, 버티며 베기<olaf.normal.enduring_slash>
ObservedParticipantSkills=훈련용 보스:전투 태세(도사림)<356e72e97ac84a3a8757d1a188237f43>, 올라프:노려보기<olaf.preparation.glare>, 훈련용 보스:정예병의 압박(결투)<5fb3b00e68684389a86c92f3e0345061>, 올라프:내려찍기<olaf.normal.overhead_smash>, 훈련용 보스:정예병의 참격(일반공격)<5a239ec7d4944c458ac5329511091871>, 올라프:표준<olaf.duel.standard>, 올라프:마구잡이<olaf.normal.wild_hack>, 올라프:버티며 베기<olaf.normal.enduring_slash>
RuntimeErrors=0
RuntimeWarnings=13
CriticalInvariants=0
RequestedTimeScale=30
ElapsedMilliseconds=44224
Participants=올라프, 훈련용 보스
WarningSamples=Warning: [VFX VALIDATION] Prefab 누락 / Definition=Burn_Tick_VFX @ UnityEngine.Debug:LogWarning (object,UnityEngine.Object) || Warning: [VFX VALIDATION] Prefab 누락 / Definition=Olaf_Duel_BloodSplash_VFX @ UnityEngine.Debug:LogWarning (object,UnityEngine.Object)"
"ENEMY","EliteEnemy","훈련용 보스","훈련용_보스_Verification","live.autobattle.character_skill_observation@Olaf_BossBattle","실전 Character 스킬 실행 관찰 · Olaf_BossBattle","Boundary","LiveScene","Pass","플레이어/적 구분 없이 해당 Character가 실제 ActionStart를 최소 1회 발생","3개 고유 Skill ActionStart 관찰","Observed=훈련용 보스:전투 태세(도사림)<356e72e97ac84a3a8757d1a188237f43>, 훈련용 보스:정예병의 압박(결투)<5fb3b00e68684389a86c92f3e0345061>, 훈련용 보스:정예병의 참격(일반공격)<5a239ec7d4944c458ac5329511091871>
모든 후보 스킬의 개별 계약은 Isolated skill coverage가 담당하고, 이 Case는 실제 CameraTest AI/행동 파이프라인에서 캐릭터가 행동했는지를 검증합니다."
"ENEMY","NormalEnemy","훈련용 일반 적","훈련용_일반_적_Verification","coverage.manifest.closed_world","완전 커버리지 명세 폐쇄성","Data","DataOnly","Pass","모든 기능이 폐쇄형 검증 카탈로그에 등록됨","PASS / Skills=2, Effects=0","Skills=2
Effects=0
RequiredMechanics=NormalEnemyBloodScentMechanic"
"ENEMY","NormalEnemy","훈련용 일반 적","훈련용_일반_적_Verification","coverage.mechanics.forced_scenarios","패시브·메커닉 강제 시나리오","Passive","IsolatedRuntime","Pass","모든 필수 패시브 메커닉의 강제 이벤트 시나리오 통과","PASS / Mechanics=2","NormalEnemy 피 냄새 합 승리 혈상 1 PASS"
"ENEMY","NormalEnemy","훈련용 일반 적","훈련용_일반_적_Verification","coverage.skill.test_normal_swipe","스킬 완전 시나리오: 할퀴기","NormalAttack","IsolatedRuntime","Pass","자원·굴림·대상·모든 효과 Entry 강제 실행","PASS / Rolls=3, Effects=0","Resource PASS: Energy 3->3, Prestige 100->100
Roll[0]=🎲 15
Roll[1]=🎲 16
Roll[2]=🎲 14
DamageTarget PASS: 60->59 / 훈련용 일반 적/CHARACTER"
"ENEMY","NormalEnemy","훈련용 일반 적","훈련용_일반_적_Verification","coverage.skill.test_normal_lunge","스킬 완전 시나리오: 달려들기","Duel","IsolatedRuntime","Pass","자원·굴림·대상·모든 효과 Entry 강제 실행","PASS / Rolls=3, Effects=0","Resource PASS: Energy 3->2, Prestige 100->100
Roll[0]=🎲 17
Roll[1]=🎲 18
Roll[2]=🎲 16
DamageTarget PASS: 60->59 / 훈련용 일반 적/CHARACTER"
"ENEMY","NormalEnemy","훈련용 일반 적","훈련용_일반_적_Verification","generic.data.core_references","Core 데이터 참조","Data","DataOnly","Pass","필수 Core 참조가 모두 연결됨","Bundle/Data/Loadout/Prefab 연결 정상",""
"ENEMY","NormalEnemy","훈련용 일반 적","훈련용_일반_적_Verification","generic.data.prefab_compatibility","Prefab·Bundle 호환성","Data","DataOnly","Pass","Bundle Kind와 표준 Prefab Component가 호환됨","NormalEnemy 호환 정상",""
"ENEMY","NormalEnemy","훈련용 일반 적","훈련용_일반_적_Verification","generic.data.loadout_integrity","스킬 장착·슬롯 노출","Data","DataOnly","Pass","카테고리 한도·타입·슬롯 노출 정상","일반 1, 결투 1, 도사림 0, 위세 0",""
"ENEMY","NormalEnemy","훈련용 일반 적","훈련용_일반_적_Verification","generic.data.skill_definitions","SkillDefinition 무결성","Data","DataOnly","Pass","모든 SkillDefinition ID와 Runtime 생성 정상","2개 스킬 정상",""
"ENEMY","NormalEnemy","훈련용 일반 적","훈련용_일반_적_Verification","generic.presentation.timeline_and_animator","Timeline·Animator 연결","Presentation","DataOnly","Pass","Animator·Presentation·Timeline 연결 정상","Presentation 검증 통과",""
"ENEMY","NormalEnemy","훈련용 일반 적","훈련용_일반_적_Verification","generic.runtime.initialization","격리 런타임 초기화","Boundary","IsolatedRuntime","Pass","Isolated BattleContext 초기화와 메커닉 구독 성공","훈련용 일반 적 / Initialized=True / HP=60/60 / Block=0 / Prestige=0 / Resources=Energy:3",""
"ENEMY","NormalEnemy","훈련용 일반 적","훈련용_일반_적_Verification","generic.runtime.body_parts","부위 런타임 상태","Status","IsolatedRuntime","Pass","Single HP 캐릭터는 부위 검사를 생략","Single HP 60/60",""
"ENEMY","NormalEnemy","훈련용 일반 적","훈련용_일반_적_Verification","generic.runtime.skill_binding","런타임 스킬 바인딩","Data","IsolatedRuntime","Pass","모든 장착 스킬 생성 및 RuntimeSkill ID 중복 없음","2개 RuntimeSkill / 2개 고유 SkillId",""
"ENEMY","NormalEnemy","훈련용 일반 적","훈련용_일반_적_Verification","generic.runtime.deterministic_random","결정론적 굴림 재현","Boundary","IsolatedRuntime","Pass","동일 Seed·Sample은 동일 RollResult","🎲 2 + 1",""
"ENEMY","NormalEnemy","훈련용 일반 적","훈련용_일반_적_Verification","enemy.normal.single_hp.contract","일반 적 Single HP 전투 모델","Boundary","IsolatedRuntime","Pass","Single HP / BodyPart 0 / CombatSlot 1 / LastStand false","SingleHP=True, UsesBodyParts=False, Parts=0, Slots=1, LastStand=False, MaxHP=60",""
"ENEMY","NormalEnemy","훈련용 일반 적","훈련용_일반_적_Verification","enemy.normal.runtime_skill.contract","일반 적 3회 독립 굴림 RuntimeSkill","Boundary","IsolatedRuntime","Pass","모든 일반 적 RuntimeSkill = 3회 독립 굴림 / RuntimeSkills 등록","Skills=2",""
"ENEMY","NormalEnemy","훈련용 일반 적","훈련용_일반_적_Verification","generic.live.scene_binding@Olaf_MixedBattle","실전 Scene UI·전투 연결 · Olaf_MixedBattle","UI","LiveScene","Pass","실전 Roster 캐릭터와 전투 연결 정상","ENEMY · 훈련용 일반 적 / 2개 스킬",""
"ENEMY","NormalEnemy","훈련용 일반 적","훈련용_일반_적_Verification","live.autobattle.full_match@Olaf_MixedBattle","실전 스모크 전투 · Olaf_MixedBattle","Boundary","LiveScene","Pass","실제 Roster에 참가한 Character가 승률 자동계획 전투를 정상 종료하거나 검증용 5턴 구간을 완주","실전 스모크 구간 정상 완료 · 5턴","Outcome=TURN_BUDGET_COMPLETE
Turns=5
AnalysisTurnBudgetReached=True
BlockedDamageAttempts=21
MaxConsecutiveNoStateProgressTurns=0
WinRatePlanAttempts=5
SuccessfulWinRatePlans=5
FallbackPlanCount=0
PlannedActionCount=20
PlayerSkillUsage=4/11
UsedPlayerSkills=노려보기<olaf.preparation.glare>, 표준<olaf.duel.standard>, 마구잡이<olaf.normal.wild_hack>, 버티며 베기<olaf.normal.enduring_slash>
ObservedParticipantSkills=올라프:노려보기<olaf.preparation.glare>, 정예 몹:정예병의 압박(결투)<5fb3b00e68684389a86c92f3e0345061>, 올라프:표준<olaf.duel.standard>, 올라프:마구잡이<olaf.normal.wild_hack>, 훈련용 일반 적:달려들기<test_normal_lunge>, 올라프:버티며 베기<olaf.normal.enduring_slash>, 정예 몹:정예병의 참격(일반공격)<5a239ec7d4944c458ac5329511091871>
RuntimeErrors=0
RuntimeWarnings=28
CriticalInvariants=0
RequestedTimeScale=30
ElapsedMilliseconds=52615
Participants=올라프, 정예 몹, 훈련용 일반 적
WarningSamples=Warning: [VFX VALIDATION] Prefab 누락 / Definition=Olaf_Duel_BloodSplash_VFX @ UnityEngine.Debug:LogWarning (object,UnityEngine.Object)"
"ENEMY","NormalEnemy","훈련용 일반 적","훈련용_일반_적_Verification","live.autobattle.character_skill_observation@Olaf_MixedBattle","실전 Character 스킬 실행 관찰 · Olaf_MixedBattle","Boundary","LiveScene","Pass","플레이어/적 구분 없이 해당 Character가 실제 ActionStart를 최소 1회 발생","1개 고유 Skill ActionStart 관찰","Observed=훈련용 일반 적:달려들기<test_normal_lunge>
모든 후보 스킬의 개별 계약은 Isolated skill coverage가 담당하고, 이 Case는 실제 CameraTest AI/행동 파이프라인에서 캐릭터가 행동했는지를 검증합니다."
"ENEMY","NormalEnemy","훈련용 일반 적","훈련용_일반_적_Verification","generic.live.scene_binding@Yujin_MixedBattle","실전 Scene UI·전투 연결 · Yujin_MixedBattle","UI","LiveScene","Pass","실전 Roster 캐릭터와 전투 연결 정상","ENEMY · 훈련용 일반 적 / 2개 스킬",""
"ENEMY","NormalEnemy","훈련용 일반 적","훈련용_일반_적_Verification","live.autobattle.full_match@Yujin_MixedBattle","실전 스모크 전투 · Yujin_MixedBattle","Boundary","LiveScene","Pass","실제 Roster에 참가한 Character가 승률 자동계획 전투를 정상 종료하거나 검증용 5턴 구간을 완주","실전 스모크 구간 정상 완료 · 5턴","Outcome=TURN_BUDGET_COMPLETE
Turns=5
AnalysisTurnBudgetReached=True
BlockedDamageAttempts=25
MaxConsecutiveNoStateProgressTurns=0
WinRatePlanAttempts=5
SuccessfulWinRatePlans=5
FallbackPlanCount=0
PlannedActionCount=20
PlayerSkillUsage=3/12
UsedPlayerSkills=환형 · 적설<yujin.preparation.hwanhyeong.jeokseol>, 각인<yujin.duel.inscription>, 검분<yujin.normal.inspection>
ObservedParticipantSkills=유진:환형 · 적설<yujin.preparation.hwanhyeong.jeokseol>, 정예 몹:정예병의 압박(결투)<5fb3b00e68684389a86c92f3e0345061>, 유진:각인<yujin.duel.inscription>, 훈련용 일반 적:달려들기<test_normal_lunge>, 유진:검분<yujin.normal.inspection>, 정예 몹:정예병의 참격(일반공격)<5a239ec7d4944c458ac5329511091871>
RuntimeErrors=0
RuntimeWarnings=22
CriticalInvariants=0
RequestedTimeScale=30
ElapsedMilliseconds=46114
Participants=유진, 정예 몹, 훈련용 일반 적
WarningSamples=Warning: [VFX VALIDATION] Prefab 누락 / Definition=Olaf_Duel_BloodSplash_VFX @ UnityEngine.Debug:LogWarning (object,UnityEngine.Object)"
"ENEMY","NormalEnemy","훈련용 일반 적","훈련용_일반_적_Verification","live.autobattle.character_skill_observation@Yujin_MixedBattle","실전 Character 스킬 실행 관찰 · Yujin_MixedBattle","Boundary","LiveScene","Pass","플레이어/적 구분 없이 해당 Character가 실제 ActionStart를 최소 1회 발생","1개 고유 Skill ActionStart 관찰","Observed=훈련용 일반 적:달려들기<test_normal_lunge>
모든 후보 스킬의 개별 계약은 Isolated skill coverage가 담당하고, 이 Case는 실제 CameraTest AI/행동 파이프라인에서 캐릭터가 행동했는지를 검증합니다."
"ENEMY","NormalEnemy","훈련용 일반 적","훈련용_일반_적_Verification","generic.live.scene_binding@Hifumi_MixedBattle","실전 Scene UI·전투 연결 · Hifumi_MixedBattle","UI","LiveScene","Pass","실전 Roster 캐릭터와 전투 연결 정상","ENEMY · 훈련용 일반 적 / 2개 스킬",""
